name,group,pass,headpass,airduel,foul,dribbling,corner,cross,kick,defense,acceleration,id,goal
Tom Ince,Midfielder,17,15,13,21,25,18,14,28,31,22,9419,0
Jakob Haugaard,Goalkeeper,0,0,0,0,0,0,0,0,0,0,56429,0
Anthony Knockaert,Midfielder,26,14,8,18,30,13,24,18,31,54,25950,3
Danny Ings,Forward,2,2,3,7,3,0,1,4,3,1,8955,0
Steve Cook,Defender,29,66,48,23,2,0,2,7,33,8,9277,2
Manuel Lanzini,Midfielder,32,7,4,11,29,25,8,18,21,29,41174,5
Muhamed Be\u0161i\u0107,Midfielder,1,0,0,1,0,0,0,0,1,0,14886,0
Michael Hefele,Defender,0,3,0,2,0,0,0,0,1,0,15474,0
Nathan Redmond,Midfielder,21,15,5,18,31,14,20,19,27,28,8116,1
Saido Berahino,Forward,2,2,6,5,8,0,2,4,3,1,9532,0
Connor Goldson,Defender,2,3,3,2,0,0,0,1,3,1,13451,0
Jack Stephens,Defender,22,31,17,13,7,0,3,4,25,12,8136,2
Serge Aurier,Defender,19,22,18,21,11,0,29,7,35,5,25785,2
Riyad Mahrez,Midfielder,30,30,17,20,57,47,25,31,39,62,26150,0
Benik Afobe,Forward,3,5,15,7,10,0,1,3,6,3,134351,0
Davy Klaassen,Midfielder,2,3,2,4,1,0,1,0,4,1,56,0
J\u00fcrgen Locadia,Forward,1,2,4,3,3,0,2,2,2,4,120,1
Konstantinos Stafylidis,Defender,2,3,1,4,1,0,3,2,9,2,92947,0
Ryan Fraser,Midfielder,21,19,8,7,15,28,30,14,16,37,62224,5
Massadio Ha\u00efdara,Defender,0,0,0,0,0,0,0,0,0,0,26109,0
Jes\u00e9 Rodr\u00edguez Ruiz,Forward,4,2,2,5,10,1,4,5,8,12,3326,0
Terence Kongolo,Defender,10,15,13,10,5,0,7,1,30,7,132,0
Abdoulaye Doucour\u00e9,Midfielder,57,46,24,45,27,0,14,19,67,31,28292,7
Jon Flanagan,Defender,0,0,0,0,0,0,0,0,0,0,7956,0
Nahki Wells,Forward,0,0,1,3,1,0,1,1,1,1,9179,0
James  Tarkowski,Defender,24,59,49,25,7,0,2,5,41,0,9433,0
Tom Carroll,Midfielder,38,8,7,24,10,35,17,8,48,15,8976,0
Tiemou\u00e9 Bakayoko,Midfielder,28,21,17,53,21,0,3,16,47,18,28291,0
Freddie Ladapo,Forward,0,1,0,1,0,0,1,0,0,0,13745,0
Jeffrey  Schlupp,Defender,16,24,17,20,14,0,12,6,39,12,8501,0
Aymeric  Laporte,Defender,45,41,27,28,4,0,4,4,32,4,134502,0
Nathan Ak\u00e9,Defender,37,80,48,29,5,0,3,6,52,6,134102,2
Brad Smith,Defender,0,0,0,0,0,0,0,0,0,0,11061,0
Jay Fulton,Midfielder,0,0,0,2,0,0,0,0,1,0,62344,0
Virgil van Dijk,Defender,42,54,46,15,4,0,1,11,27,3,370,0
Mike van der Hoorn,Defender,21,25,24,23,3,0,3,4,29,2,284,1
Christian  Atsu Twasam,Midfielder,10,13,18,10,27,2,25,14,19,33,70215,2
Jamal Lascelles,Defender,27,51,45,16,4,0,1,5,34,3,8833,3
Guido Marcelo Carrillo,Forward,4,13,34,18,6,0,0,9,9,2,86239,0
Alberto Moreno P\u00e9rez,Defender,20,15,7,9,5,2,17,5,23,13,4908,0
Chancel Mbemba Mangulu,Defender,5,8,8,4,4,0,1,0,14,2,37726,0
Charly Junior Musonda,Midfielder,0,0,0,3,1,0,0,1,1,0,212651,0
Paulo Dino Gazzaniga,Goalkeeper,0,0,0,0,0,0,0,0,0,0,8992,0
Jordon  Ibe,Midfielder,18,10,5,12,41,29,19,23,19,33,9739,2
James  Ward-Prowse,Midfielder,18,25,15,18,7,46,17,11,27,4,8144,3
Charlie Taylor,Defender,7,17,6,7,8,0,9,0,13,5,9164,0
Dwight Gayle,Forward,8,20,38,21,14,0,3,23,13,6,12536,0
Arthur Masuaku,Defender,17,10,9,33,40,0,35,5,42,40,26499,0
Loris Karius,Goalkeeper,7,1,2,2,0,0,0,0,5,0,15175,0
Alex  Pritchard,Midfielder,9,7,5,4,15,11,6,9,13,8,8290,1
Michael Keane,Defender,26,53,55,21,3,0,2,5,44,3,7919,0
Paul Dummett,Defender,13,30,18,9,2,0,8,2,27,1,7978,0
Luke Shaw,Defender,12,14,7,4,6,3,10,5,15,10,8135,0
Sead Kola\u0161inac,Defender,31,27,17,30,9,0,21,8,42,15,14869,2
Isaac Hayden,Midfielder,12,24,24,27,7,0,7,6,29,5,134294,1
Anthony Martial,Forward,20,5,11,21,39,3,22,22,12,32,134513,9
Will Hughes,Midfielder,10,7,5,21,12,3,3,5,20,12,8981,2
Tom Smith,Defender,19,28,8,20,7,0,23,4,38,14,11078,0
Alexander S\u00f8rloth,Forward,2,5,9,7,6,0,3,3,4,1,55224,0
Javier Manquillo Gait\u00e1n,Defender,12,20,11,26,9,0,11,0,39,22,3436,0
El-Hadji Baye Oumar Niasse,Forward,5,8,25,30,21,0,6,16,12,1,145692,8
Matt Macey,Goalkeeper,0,0,0,0,0,0,0,0,0,0,171166,0
Calum Chambers,Defender,15,15,12,9,3,0,2,4,17,4,171283,0
H\u00e9ctor Beller\u00edn Moruno,Defender,48,35,22,38,17,0,32,12,55,21,167145,2
Steve Mouni\u00e9,Forward,8,22,67,27,22,0,3,21,20,6,214654,8
Sofiane Boufal,Midfielder,14,7,5,28,33,6,15,12,29,31,215983,0
Daniel Amartey,Midfielder,6,5,5,5,3,0,0,0,10,2,217078,0
Andrew Robertson,Defender,37,30,8,15,8,0,34,5,35,32,222220,1
Sam Byram,Defender,2,5,5,4,1,0,4,1,7,2,224206,0
Ayoze P\u00e9rez Guti\u00e9rrez,Forward,17,15,30,37,40,0,14,24,38,35,230883,8
Jeremie Boga,Forward,0,0,0,1,0,0,0,0,0,0,227756,0
Jon Gorenc-Stankovi\u010d,Defender,0,0,0,0,0,0,0,0,0,0,234139,0
Jerome Sinclair,Forward,0,0,0,1,0,0,0,0,0,1,234408,0
Joel Pereira Castro,Goalkeeper,0,0,0,0,0,0,0,0,0,0,237020,0
Tyrone Mings,Defender,3,3,2,0,1,0,0,0,1,0,239411,0
Freddie Woodman,Goalkeeper,0,0,0,0,0,0,0,0,0,0,240270,0
Ja\u00efro Riedewald,Defender,4,2,3,3,1,0,1,0,6,0,240559,0
Lys Mousset,Forward,4,5,6,12,16,0,4,8,11,12,245813,2
Alfie Mawson,Defender,42,56,46,21,8,0,1,5,33,10,246866,0
Solly March,Midfielder,16,16,11,28,30,9,31,12,46,20,247248,1
DeAndre Yedlin,Defender,24,37,20,34,14,0,27,3,66,25,252365,0
Isaiah Brown,Forward,3,3,8,3,4,0,3,1,5,5,255935,0
Robert Kenedy Nunes do Nascimento,Midfielder,9,5,5,15,17,10,8,10,20,9,254898,2
Eric Bertrand  Bailly,Defender,11,10,8,12,2,0,0,0,15,0,256998,1
Emerson Hyndman,Midfielder,1,1,0,0,0,0,0,0,2,0,259531,0
Erdal Rakip,Midfielder,0,0,0,0,0,0,0,0,0,0,258141,0
Georges-Kevin N'Koudou Mbida,Forward,2,1,0,4,7,3,3,2,6,3,270828,0
Joel Coleman,Goalkeeper,0,0,0,0,0,0,0,0,0,0,274482,0
Joe Lolley,Midfielder,2,1,2,3,4,0,3,1,4,5,274488,0
Connor Mahoney,Midfielder,0,0,0,0,0,0,0,0,0,0,276059,0
Fousseni Diabat\u00e9,Forward,6,4,5,1,12,0,5,3,8,15,277002,0
Kasey Palmer,Midfielder,1,2,2,4,2,2,1,1,5,0,279709,0
Ainsley Maitland-Niles,Midfielder,14,5,5,10,8,0,8,2,22,6,279717,0
Jordan Hugill,Forward,0,1,1,3,1,0,0,0,0,0,280157,0
Matt Targett,Defender,2,3,1,1,1,2,1,0,3,1,281135,0
Demarai Gray,Midfielder,14,10,7,8,31,14,25,15,19,34,283142,3
Oluwatosin Adarabioyo,Defender,0,0,0,0,0,0,0,0,0,0,283145,0
Nikola Vla\u0161i\u0107,Midfielder,5,7,4,5,14,0,4,2,12,9,284476,0
Jonjoe Kenny,Defender,14,19,17,17,7,0,16,1,39,6,286825,0
Dominic Solanke,Forward,4,5,17,12,11,0,2,10,5,4,286831,1
Oliver McBurnie,Forward,2,3,10,3,3,0,1,1,1,1,288865,0
Antonio Mart\u00ednez L\u00f3pez,Forward,0,0,0,0,0,0,0,0,0,0,291231,0
Fikayo Tomori,Defender,0,0,0,0,0,0,0,0,0,0,291591,0
Kyle Scott,Midfielder,0,0,0,0,0,0,0,0,0,0,291594,0
Dodi Lukebakio,Midfielder,0,0,0,0,0,0,0,0,0,0,291528,0
Dominic Calvert-Lewin,Forward,8,24,79,45,29,0,8,17,20,15,293687,4
Jacob Murphy,Midfielder,7,7,6,8,20,2,16,10,20,23,293686,1
Reece Burke,Defender,0,0,0,0,0,0,0,0,0,0,293823,0
Sullay Kaikai,Midfielder,0,0,0,0,0,1,1,0,0,0,297258,0
Sam McQueen,Midfielder,1,2,0,0,1,0,1,0,3,2,297733,0
Lewis Cook,Midfielder,31,25,10,36,20,8,8,8,47,28,302518,0
Joshua Sims,Midfielder,1,2,2,1,3,1,1,4,3,2,302520,0
Philip Billing,Midfielder,8,10,8,16,5,0,4,3,19,9,303357,0
Jaros\u0142aw Jach,Defender,0,0,0,0,0,0,0,0,0,0,330271,0
Mikel Merino Zaz\u00f3n,Midfielder,19,19,17,30,18,0,2,7,39,12,339789,0
Tammy Abraham,Forward,6,7,23,15,31,0,5,17,10,9,343951,0
Oliver Burke,Midfielder,3,3,3,2,6,0,4,2,7,6,346071,0
Eddie Nketiah,Forward,0,0,0,1,0,0,0,0,0,0,346158,0
Joe Willock,Midfielder,1,0,1,3,1,0,0,0,2,1,346159,0
Dujon Sterling,Defender,0,0,0,0,0,0,0,0,0,0,346135,0
Trevoh Chalobah,Defender,0,0,0,0,0,0,0,0,0,0,346131,0
Tom Davies,Midfielder,17,20,13,40,23,5,4,9,35,11,353236,2
Lukas Nmecha,Forward,0,0,0,0,0,0,0,0,0,0,353241,0
Layton Ndukwu,Forward,0,0,0,0,0,0,0,0,0,0,353240,0
Dion Henry,Goalkeeper,0,0,0,0,0,0,0,0,0,0,353927,0
Mason Holgate,Defender,11,21,18,12,6,0,6,3,25,3,355937,0
Sead Hak\u0161abanovi\u0107,Midfielder,0,0,0,0,0,0,0,0,0,0,361843,0
Cameron Carter-Vickers,Defender,0,0,0,0,0,0,0,0,0,0,357712,0
Matt Butcher,Midfielder,0,0,0,0,0,0,0,0,0,0,365718,0
Josh Cullen,Midfielder,0,0,0,0,0,0,0,0,0,0,365707,0
Harry Souttar,Defender,0,0,0,0,0,0,0,0,0,0,367326,0
Kazaiah Sterling,Forward,0,0,0,0,0,0,0,0,0,0,368352,0
Rob Holding,Defender,15,14,10,10,2,0,0,0,16,2,370224,0
Alex Palmer,Goalkeeper,0,0,0,0,0,0,0,0,0,0,381290,0
Marcus Browne,Midfielder,0,0,0,0,0,0,0,0,0,0,379203,0
Grady Diangana,Midfielder,0,0,0,0,0,0,0,0,0,0,379205,0
Moses Makasi,Midfielder,0,0,0,0,0,0,0,0,0,0,379207,0
Declan Rice,Defender,14,17,14,5,3,0,2,2,23,9,379209,0
Jordi Osei-Tutu,Defender,0,0,0,0,0,0,0,0,0,0,397096,0
Sam Hughes,Midfielder,0,0,0,0,0,0,0,0,0,0,393955,0
Axel Tuanzebe,Defender,0,0,0,0,0,0,0,0,0,0,397163,0
Timothy Fosu-Mensah,Defender,15,24,10,20,7,0,7,4,31,6,397168,0
Scott McTominay,Midfielder,9,6,5,8,5,0,2,0,11,2,397174,0
Reiss Nelson,Midfielder,2,1,0,0,3,0,0,1,2,5,397098,0
Domingos Quina,Midfielder,0,0,0,0,0,0,0,0,0,0,399653,0
Lasse S\u00f8rensen,Midfielder,1,2,0,2,0,0,0,0,2,0,399564,0
Jayson Molumby,Midfielder,0,0,0,0,0,0,0,0,0,0,399579,0
Jonathan Leko,Forward,0,0,0,0,0,0,0,0,0,0,399517,0
Jordan Williams,Defender,0,0,0,0,0,0,0,0,0,0,399509,0
Tyrese Campbell,Forward,0,2,1,0,1,0,1,1,1,0,399514,0
Keshi Anderson,Forward,0,0,0,0,0,0,0,0,0,0,399708,0
Alfie Whiteman,Goalkeeper,0,0,0,0,0,0,0,0,0,0,401050,0
Kyle Walker-Peters,Defender,3,1,1,1,3,0,4,0,5,0,402884,0
Brahim Abdelkader Diaz,Midfielder,1,0,0,0,2,0,0,1,1,1,404397,0
Konstantinos Mavropanos,Defender,3,3,2,2,0,0,0,0,2,0,413002,0
Jack Simpson,Defender,0,0,0,0,0,0,0,0,1,0,415747,0
Josh Tymon,Defender,2,1,0,0,0,0,1,0,3,1,415748,0
Hamza Choudhury,Midfielder,4,5,1,5,2,0,1,1,9,0,419784,0
Ethan Ampadu,Defender,1,0,0,0,0,0,0,0,0,0,423162,0
Aaron Ramsdale,Goalkeeper,0,0,0,0,0,0,0,0,0,0,433506,0
Sam Field,Midfielder,4,8,4,12,4,1,2,2,11,0,434159,1
Abdelhamid Sabiri,Midfielder,2,4,8,4,2,0,0,2,3,2,442211,0
Kane Wilson,Defender,0,0,0,0,0,0,0,0,0,0,442310,0
Aiden O'Neill,Midfielder,0,0,0,0,0,0,0,0,0,0,447043,0
Phil Foden,Midfielder,1,1,0,1,1,1,1,0,1,1,447205,0
Nathan Ferguson,Defender,0,0,0,0,0,0,0,0,0,0,447248,0
Max Melbourne,Defender,0,0,0,0,0,0,0,0,0,0,447252,0
Rekeem Harper,Midfielder,0,0,0,0,0,0,0,0,0,0,447254,0
Rayhaan Rahim Amari Tulloch,Forward,0,0,0,0,0,0,0,0,0,0,447267,0
Beni Baningime,Midfielder,2,2,1,3,1,0,0,0,7,0,447379,0
Michael Obafemi,Forward,0,0,0,0,0,0,0,0,0,0,447538,0
Nathan Trott,Goalkeeper,0,0,0,0,0,0,0,0,0,0,447762,0
Joy Mukena,Defender,0,0,0,0,0,0,0,0,0,0,447782,0
Thomas Edwards,Defender,4,5,3,2,2,0,5,0,9,0,447812,0
Ben Johnson,Defender,0,0,0,0,0,0,0,0,0,0,447963,0
Tashan Oakley-Boothe,Midfielder,0,0,0,0,0,0,0,0,0,0,447965,0
Julien Ngoy,Forward,0,0,0,1,0,0,0,0,1,0,448038,0
Harvey Barnes,Midfielder,0,0,0,1,0,0,0,0,0,0,448708,0
Callum Hudson-Odoi,Midfielder,0,0,0,0,1,0,1,1,0,1,450826,0
Juan Marcos Foyth,Defender,0,0,0,0,0,0,0,0,0,0,456053,0
Aaron Wan-Bissaka,Defender,5,8,4,2,4,0,7,0,17,5,486252,0
Carl Stewart,Midfielder,0,0,0,0,0,0,0,0,0,0,487048,0
Michael Folivi,Forward,0,0,0,0,0,0,0,0,0,0,487049,0
Kyle Jameson,Defender,0,0,0,0,0,0,0,0,0,0,491343,0
Nya Kirby,Midfielder,0,0,0,0,0,0,0,0,0,0,497988,0
Jason Eyenga-Lokilo,Forward,0,0,0,0,0,0,0,0,0,0,520317,0
Levi Lumeka,Forward,0,0,0,1,1,0,1,0,0,2,531655,0
Dwight McNeil,Midfielder,0,0,0,0,0,0,0,0,0,0,532949,0
Bastian Schweinsteiger,Midfielder,5,2,3,5,2,0,1,1,3,0,14728,0
Daniel Pudil,Defender,1,2,1,2,0,0,1,0,1,1,21351,0
Neil Taylor,Defender,4,3,2,7,2,0,5,2,9,1,77544,0
Joe Ledley,Midfielder,5,2,2,3,1,1,0,0,4,0,61963,0
Jonathan Williams,Midfielder,1,2,1,2,3,0,1,0,2,2,8421,0
Jefferson Antonio Montero Vite,Midfielder,0,1,1,1,2,0,3,0,1,2,3599,0
Shani Tarashaj,Forward,0,0,0,0,0,0,0,0,0,0,134911,0
Clinton Mua N'Jie,Forward,5,3,7,18,12,2,4,14,10,12,28123,7
Conor Masterson,Defender,0,0,0,0,0,0,0,0,0,0,302640,0
Ryan Kent,Midfielder,1,1,3,3,5,0,2,4,3,2,343729,0
Graziano Pell\u00e8,Forward,3,3,7,9,5,0,0,5,2,2,20628,0
Stephen Quinn,Midfielder,0,0,0,0,0,0,0,0,0,0,8658,0
Juan Cruz Diaz Esp\u00f3sito,Forward,0,0,0,0,0,0,0,0,0,0,568583,0
William De Camargo,Midfielder,0,0,0,0,0,0,0,0,0,0,559187,0
Daniel Rebollo Franco,Goalkeeper,0,0,0,0,0,0,0,0,0,0,552486,0
Miguel Angel Rubio Lestan,Defender,0,1,1,1,0,0,0,0,1,0,500200,0
Augusto Mat\u00edas Fern\u00e1ndez,Midfielder,2,0,2,1,1,0,0,0,2,0,86623,0
Bruno Alexandre Vilela Gama,Midfielder,1,1,0,5,3,0,2,0,4,0,3394,0
Osvaldo Nicol\u00e1s Fabi\u00e1n Gait\u00e1n,Midfielder,2,3,3,1,2,2,2,3,4,2,70121,0
Aythami Artiles Oliva,Defender,2,2,1,0,0,0,0,0,3,0,3372,0
Nicol\u00e1s Ezequiel Gorosito,Defender,0,0,0,0,0,0,0,0,0,0,105024,0
Jos\u00e9 Antonio Garc\u00eda Rabasco,Midfielder,0,0,0,0,0,0,0,0,0,0,4243,0
Juan Torres Ruiz,Defender,12,35,24,34,3,0,0,5,28,2,3468,0
Olarenwaju Ayoba Kayode,Forward,1,3,4,9,4,0,1,4,4,3,50272,0
Alejandro Arribas Garrido,Defender,3,3,2,7,1,0,0,0,6,0,4329,0
Aleksandar Katai,Midfielder,0,0,0,2,1,0,0,1,2,2,127719,0
C\u00e9dric Bakambu,Forward,6,8,15,46,18,0,7,13,17,12,25472,0
Tiago Manuel Dias Correia,Midfielder,2,4,1,9,11,3,13,3,6,4,32601,0
Jonathan Viera Ramos,Midfielder,38,14,7,22,42,20,8,16,29,30,4379,0
Jonathan Rodr\u00edguez Men\u00e9ndez,Midfielder,2,1,0,1,5,5,9,2,2,3,6684,0
\u00c1lvaro Garc\u00eda V\u00e1zquez,Forward,0,0,0,0,0,0,0,0,0,0,3804,0
Hern\u00e1n Daniel Santana Trujillo,Midfielder,6,2,3,9,1,0,0,2,7,1,4366,0
\u00d3scar David Romero Villamayor,Midfielder,1,3,2,8,5,2,1,3,5,0,114055,0
Miguel \u00c1ngel Garrido Cifuentes,Defender,1,0,1,4,1,0,4,0,4,1,5327,0
Juan Jos\u00e9 Narv\u00e1ez Solarte,Midfielder,4,2,2,3,4,0,2,1,7,1,91122,0
Robert Ib\u00e1\u00f1ez Castro,Midfielder,0,0,0,0,0,0,0,0,0,0,4880,0
Mamadou Kon\u00e9,Forward,0,0,0,0,0,0,0,0,0,0,3711,0
Andrew Hjulsager,Midfielder,0,0,0,0,0,0,0,0,1,0,135113,0
Ander Cantero Armend\u00e1riz,Goalkeeper,0,0,0,0,0,0,0,0,0,0,6322,0
Manuel Jes\u00fas V\u00e1zquez Florido,Forward,0,0,0,0,0,0,0,0,0,0,4052,0
Ager Aketxe Barrutia,Midfielder,1,1,0,1,1,2,1,1,1,0,167117,0
Luis Miguel Quezada S\u00e1nchez,Defender,0,0,0,0,0,0,0,0,0,0,217834,0
Roberto Olabe del Arco,Midfielder,0,0,0,0,0,0,0,0,0,0,240681,0
Aldo One Esteve,Defender,1,1,0,1,0,0,0,0,1,0,247150,0
Mat\u00edas Nahuel Leiva Esquivel,Midfielder,3,2,1,7,5,0,2,1,5,4,254188,0
Walter Iv\u00e1n Montoya,Midfielder,1,1,1,2,1,0,0,0,1,2,253551,0
Mario Gonz\u00e1lez Guti\u00e9rrez,Forward,0,0,1,0,0,0,1,0,0,0,257006,0
Leonardo Gabriel Su\u00e1rez,Midfielder,0,0,0,0,0,0,1,0,0,1,256854,0
Francisco Borja Lasso de la Vega Gay\u00e1n,Midfielder,1,0,0,2,0,0,0,0,2,0,263092,0
Emanuel Cecchini,Midfielder,0,0,0,2,0,0,0,0,2,0,266312,0
Carlos Fern\u00e1ndez Luna,Forward,1,2,1,4,1,0,1,2,2,0,278324,0
Enrique Fornos Dom\u00ednguez,Defender,0,0,0,0,0,0,0,0,0,0,278248,0
Imanol Sarriegi Isasa,Midfielder,1,0,0,1,0,0,0,0,2,0,279570,0
Sergio Gonz\u00e1lez Test\u00f3n,Defender,0,0,0,0,0,0,0,0,0,0,279548,0
Arona San\u00e9,Midfielder,0,0,1,1,1,0,0,0,1,1,279556,0
Carles Ale\u00f1\u00e0 Castillo,Midfielder,0,0,0,0,0,0,0,0,0,0,282442,0
Keidi Bare,Midfielder,0,0,0,0,0,0,0,0,0,0,286030,0
Alexander Mesa Travieso,Forward,1,1,3,9,2,0,0,2,5,1,293857,0
Daniel Molina Orta,Midfielder,0,0,0,0,0,0,0,0,0,0,293856,0
Borja Herrera Gonz\u00e1lez,Defender,4,2,2,1,2,0,4,0,3,1,298385,0
Juan Soriano Oropesa,Goalkeeper,0,0,0,0,0,0,0,0,0,0,302547,0
Antonio Montoro Rodr\u00edguez,Defender,0,0,0,0,0,0,0,0,0,0,302548,0
Jos\u00e9 Manuel Arn\u00e1iz D\u00edaz,Forward,0,0,0,1,0,0,0,0,0,0,339857,0
\u00c1lvaro Tejero Sacrist\u00e1n,Defender,0,0,0,0,0,0,0,0,0,0,344104,0
Markel Areitio Cedr\u00fan,Goalkeeper,0,0,0,0,0,0,0,0,0,0,344056,0
Unai Sim\u00f3n Mendibil,Goalkeeper,0,0,0,0,0,0,0,0,0,0,344059,0
Andoni L\u00f3pez Saratxo,Defender,1,1,1,3,0,0,0,0,2,0,344065,0
Oriol Busquets Mas,Midfielder,0,0,0,0,0,0,0,0,0,0,344046,0
\u00d3scar Rodr\u00edguez Arnaiz,Midfielder,0,0,0,0,0,0,0,0,0,0,352789,0
Manuel Morlanes Ari\u00f1o,Midfielder,0,0,0,0,0,0,0,0,0,0,352788,0
Luca Zinedine Zidane,Goalkeeper,0,0,0,0,0,0,0,0,1,0,352985,0
Aitor Ruibal Garc\u00eda,Forward,0,0,1,1,0,0,0,0,0,1,357992,0
Gonzalo Villar del Fraile,Midfielder,0,0,0,0,0,0,0,0,0,0,357981,0
Victor Pastrana Carrasco,Midfielder,0,0,0,0,0,0,0,0,0,0,359844,0
Javier Jim\u00e9nez Garc\u00eda,Defender,0,0,0,0,0,0,0,0,0,0,364844,0
Antonio Moya Vega,Midfielder,0,0,0,0,0,0,0,0,0,0,367391,0
Diego Alende L\u00f3pez,Defender,0,0,0,0,0,0,0,0,0,0,372515,0
Christian Rivera Hern\u00e1ndez,Midfielder,3,3,1,3,2,0,0,1,6,1,373713,0
Aly Abeid,Defender,1,0,1,1,0,0,1,0,2,0,376565,0
Francesc Regis Cresp\u00ed,Forward,0,0,0,0,0,0,0,0,0,0,390613,0
Carlos Isaac Mu\u00f1oz Obejero,Defender,1,0,0,2,0,0,2,0,2,0,396484,0
Pau Francisco Torres,Defender,1,1,1,2,0,0,0,0,1,0,400549,0
Dar\u00edo Poveda Romera,Forward,0,0,0,0,0,0,0,0,0,0,400564,0
Adri\u00e1n L\u00f3pez Garrote,Goalkeeper,0,0,0,0,0,0,0,0,0,0,405969,0
Juan Cruz Ag\u00fcero N\u00fa\u00f1ez,Midfielder,0,0,0,0,0,0,0,0,0,0,405974,0
Alberto Redondo Guijarro,Defender,1,0,1,4,0,0,1,0,4,0,406460,0
Javier Ontiveros Parra,Midfielder,3,5,4,9,10,2,7,3,8,5,408293,0
Aritz Castro P\u00e9rez,Goalkeeper,0,0,0,0,0,0,0,0,0,0,410869,0
Giovanni Navarro Sol\u00e9,Forward,0,0,0,0,0,0,0,0,0,0,422521,0
Andoni Zubiaurre Dorronsoro,Goalkeeper,0,0,0,0,0,0,0,0,0,0,424431,0
Imanol Garc\u00eda Lugea,Midfielder,0,0,0,0,0,0,0,0,0,0,450650,0
Francisco Feuillassier \u00c1balo,Midfielder,0,0,0,0,0,0,0,0,0,0,461173,0
Alejandro Dos Santos Ferreira,Goalkeeper,0,0,0,0,0,0,0,0,0,0,471984,0
Jos\u00e9 Alonso Lara,Midfielder,0,0,0,0,0,0,0,0,0,1,472489,0
Diego Varela Pamp\u00edn,Defender,0,0,0,0,0,0,0,0,0,0,473386,0
Jose Carlos Sanchez Gonzalez,Midfielder,0,0,0,0,0,0,0,0,0,0,476095,0
Ander Guevara Lajo,Midfielder,0,0,0,0,0,0,0,0,0,0,477352,0
Leonardo Miramar Rocha,Forward,0,0,0,0,0,0,0,0,0,0,484931,0
Alejandro Miguel Mula Sanchez,Midfielder,5,3,3,7,8,2,9,8,8,12,485383,0
Eduardo Exp\u00f3sito Ja\u00e9n,Midfielder,1,0,0,2,1,0,0,0,2,1,499843,0
Mujaid Sadick Aliu,Defender,1,1,0,0,0,0,0,0,2,0,516397,0
V\u00edctor San Bartolom\u00e9 Prieto,Midfielder,0,0,0,0,0,0,0,0,0,0,517435,0
Carlos Redruello Nimo,Defender,0,0,0,0,0,0,0,0,0,0,519095,0
Fabio Gonz\u00e1lez Estupi\u00f1an,Midfielder,1,0,0,1,0,0,0,0,2,0,519496,0
Ioritz Landeta Batiz,Goalkeeper,0,0,0,0,0,0,0,0,0,0,523328,0
Daniel Vivian Moreno,Defender,0,0,0,0,0,0,0,0,0,0,525104,0
Francisco Barbosa Vieites,Goalkeeper,0,0,0,0,0,0,0,0,0,0,548764,0
Francisco Guillermo Ochoa Maga\u00f1a,Goalkeeper,1,0,1,0,0,0,0,0,4,0,25816,0
Roman Zozulya,Forward,0,3,3,5,1,0,0,2,1,0,105380,0
David Costas Cordal,Defender,0,0,0,0,0,0,0,0,0,0,275296,0
Dejan Dra\u017ei\u0107,Midfielder,0,0,0,0,0,0,0,0,0,0,282994,0
Alejandro Pozo Pozo,Midfielder,0,0,0,0,0,0,0,0,0,0,396513,0
Izet Hajrovi\u0107,Midfielder,2,3,2,7,4,4,2,3,3,3,49992,0
Wesley Sneijder,Midfielder,8,2,0,4,3,6,3,7,3,0,20531,0
Ra\u00efs M'Bolhi Ouhab,Goalkeeper,0,0,0,0,0,0,0,0,0,0,139295,0
Konstantinos Mitroglou,Forward,3,3,9,11,6,0,1,17,3,0,93331,9
Sloan Privat,Forward,0,0,0,0,0,0,0,0,0,0,25479,0
Emmanuel Bourgaud,Midfielder,6,5,6,7,7,12,5,4,12,8,29590,0
Romain Thomas,Defender,28,43,28,27,3,0,0,6,33,3,29474,2
K\u00e9vin B\u00e9rigaud,Forward,2,2,3,2,3,0,1,2,3,3,26665,0
Emmanuel Imorou,Defender,0,0,0,0,0,0,1,0,1,1,70171,0
Alexander  Toft S\u00f8derlund,Forward,1,5,6,11,3,0,0,3,3,0,54819,0
Jonathan Delaplace,Midfielder,5,8,5,13,3,0,3,4,13,4,38236,0
J\u00e9r\u00e9my Grimm,Midfielder,8,13,9,20,4,0,3,6,18,1,29137,1
Saliou Ciss,Defender,1,0,1,0,2,0,2,0,2,1,54313,0
Jimmy Giraudon,Defender,24,29,14,16,3,0,1,1,24,2,29291,0
Chris Philipps,Midfielder,11,14,3,16,4,0,2,2,19,1,138577,0
Mohamed Youcef Bela\u00efli,Forward,0,0,0,0,0,0,0,0,0,0,119448,0
Pierrick Capelle,Midfielder,19,21,18,27,22,2,11,17,43,25,27646,2
Ernest Seka,Defender,26,30,24,30,11,0,11,5,42,35,29588,0
Rapha\u00ebl Adiceam,Goalkeeper,0,0,0,0,0,0,0,0,0,0,29314,0
Kevin Rimane,Defender,0,0,0,0,0,0,0,0,0,0,26603,0
Christopher H\u00e9relle,Defender,31,44,31,30,5,0,0,4,32,3,28314,0
Rachid Ghezzal,Midfielder,13,12,7,20,21,12,10,13,24,22,28117,0
Dimitri Li\u00e9nard,Midfielder,35,18,8,28,26,64,34,23,49,28,28990,5
Pablo Martinez,Defender,23,29,21,25,5,0,4,7,38,12,29616,0
